Source,Target,Score,Title,Author,Year,Subject
38256,102224,0.8572,L2 ultimate attainment and the syntax-discourse interface : the acquisition of topic constructions in non-native Spanish and English,"Valenzuela, Elena.",2005,Second language acquisition.
38256,41534,0.8347,Second language acquisition of reflexive binding by native speakers of Serbo-Croatian,"Bennett, Susan",1993,Second language acquisition.
38256,41626,0.834,Learnability and the lexicon in second language acquisition : Chinese learners' acquisition of English argument structure,"Juffs, Alan",1993,Second language acquisition.
38256,102837,0.8321,Morphological variability in second language Spanish,"McCarthy, Corrine Lee.",2007,"Grammar, Comparative and general -- Morphology."
38256,34759,0.8267,"Transitivity alternations in second language acquisition : a crosslinguistic study of English, Spanish and Turkish","Montrul, Silvina A.",1997,Second language acquisition.
40016,40016,1,Learning adaptations in performance production measures of novel multijoint tasks,"Vardaxis, Vassilios",1995,Motor learning
40016,61122,0.8356,Power flow analysis as a method to document coordination disabilities observed in Parkinson's disease,"Hatzitaki, Vassilia",1991,Parkinson's disease
40016,139187,0.8352,Exploratory analysis of functional connectivity using non-invasive electrophysiological recordings,"Dery, Sebastien",2016,Biomedical Engineering
40016,116852,0.8352,"Multi-muscle arm movements without planning: proposing a tunable, scalable and robust biomimetic controller","Stefanovic, Filip",2013,Engineering - Biomedical
40016,28011,0.8338,Planning robotic tasks for impedance controllers in oscillating and uncertain environments,"O'Reilly, Philippe.",1997,"Engineering, Mechanical."
40016,70192,0.8319,"Mechanical analysis of parallel manipulators with simulation, design and control applications","Ma, Ou",1991,"Engineering, Mechanical."
37831,37831,1,Temperature sensing in plants,"Sangwan, Veena.",2000,Plants -- Effect of temperature on.
37831,80320,0.8041,Genomic organization and expression of an avermectin receptor subunit from Haemonchus contortus,"Liu, Jie, 1970-",2003,Haemonchus contortus -- Molecular genetics.
37831,127670,0.8038,Migration inhibition and homograft rejection in the rat,"Shephard, Robert R.",1971,Experimental Surgery.
37831,130311,0.8028,The lRF8 and lRF1 genes as important regulators of immune response to mycobacteria and bone metabolism,"Salem, Sandra",2015,Biology - Genetics
37831,39485,0.8,"Cloning, characterization and regulation of expression of a cold-acclimation-specific gene, cas18, in a freezing tolerant cultivar of alfalfa","Wolfraim, Lawrence A. (Lawrence Allen)",1992,Alfalfa -- Frost resistance
37831,40413,0.7965,Characterization of the transport of sarcosinamide chloroethylnitrosourea by the catecholamine extraneuronal uptake2 carrier in human glioma cell lines and its relation to its selective cytotoxicity,"Noë, Adrian J. (Adrian James)",1996,"Health Sciences, Pharmacology."
39477,39477,1,"Songs of wisdom and circles of dance : an anthology of hymns by the Satpanth Ismāʻīlī Saint, Pīr Shams","Kassam, Tazim R.",1992,"Śāmasuddīna Sabzavārī, Pīra, 1165-1276?"
39477,22008,0.823,Triumphant Orfeo: Spiritual allegory in «Sir Orfeo»,"Støa, Heidi",2008,Literature - English
39477,37780,0.806,A study of sainthood in medieval Islamic Egypt : Muhammad and Ali Wafa,"McGregor, Richard J. A.",2001,"Religion, General."
39477,28842,0.7991,Medieval Jewish interpretation of pentateuchal poetry,"Meir, Amira",1994,"Hebrew poetry, Biblical -- History and criticism."
39477,82812,0.7885,Meditation and the concept of insight in Kamalaśīla's Bhāvanākramas,"Adam, Martin T.",2002,"Kamalaśīla, fl. 713-763."
39477,68594,0.7831,"Philo and the Haggada as treated in modern scholarship, 1875-1975","Wardy, Bilhah.",1980,"Philo, of Alexandria."
38257,38257,1,Machine-learning assisted development of a knowledge-based system in dairy farming,"Pietersma, Diederik.",2001,Dairy farming -- Management.
38257,139107,0.8276,Profitability analyses of Québec dairy cattle using health and management data via visualization tools.,"Delgado Rodriguez, Hector",2016,Animal Science
38257,18207,0.8255,Interpretation of dairy data using interactive visualization,"St-Onge, Annie",2004,Agriculture -- Agronomy
38257,97910,0.8196,Benchmarking dairy information using interactive visualization for dairy farm decision making,"Boda, Gayatri.",2005,Information storage and retrieval systems -- Dairy farming.
38257,78376,0.8173,Simulating input biotechnology adoption using a system dynamics approach,"Hébert, Yann",2003,Agricultural innovations.
38257,36749,0.8131,A framework to integrate and analyse industry-wide information for on-farm decision making in dairy cattle breeding ,"Archer, Alfred Ainsley.",2000,Dairy cattle -- Breeding -- Decision making.
38267,38267,1,Signaling pathways implicated in p75 neurotrophin receptor-mediated neuronal survival and death,"Roux, Philippe P.",2002,"Biology, Molecular."
38267,106295,0.9382,ProNGF induced signaling mechanisms and receptor platforms,"Boutilier, Jacqueline",2012,Biology - Neuroscience 
38267,34750,0.9251,TrkA ligands : development and uses,"LeSauteur, Lynne.",1997,"Biology, Neuroscience."
38267,102163,0.9195,"Characterization of NRAGE, a p75 neurotrophin receptor interacting protein and a mediator of p75 initiated apoptosis","Salehi, Amir Hassan.",2005,"Biology, Neuroscience."
38267,36645,0.9133,Receptor transmodulation in the p75 neurotrophin receptor trkA receptor system,"MacPhee, Ian J.",2000,"Biology, Neuroscience."
38267,38214,0.9069,Opposing roles for TrkA and p75 neurotrophin receptors in the regulators of sympathetic neuron growth and target innervation,"Kohn, Judith.",2001,"Biology, Neuroscience."
39497,39497,1,Reduction of sulphur dioxide over supported molybdenum sulphide catalysts,"Mulligan, David John",1992,"Engineering, Chemical."
39497,68062,0.8426,An investigation into the hydrolytic precipitation of iron (III) from sulphate-bearing effluents ,"Zinck, Janice M.",1993,"Engineering, Metallurgy."
39497,82411,0.8311,The solubility and speciation of molybdenum in water vapour at elevated temperatures and pressures : implications for ore genesis,"Rempel, Kirsten U.",2004,Geochemistry.
39497,35011,0.8274,"An investigation of Zr and Ti-bearing alkali aluminosilicate glasses : solubility experiments, Raman spectroscopy and 23Na NMR analyses","Marr, Robert A. (Robert Allen), 1965-",1998,"Chemistry, Analytical."
39497,56791,0.8273,Thermolysis of mixtures of polyethylene and polystyrene,"Lageraaen, Paul R. (Paul Robert)",1993,"Chemistry, Polymer."
39497,29455,0.8273,Dimethyl sulfide oxidation in the polluted marine boundary layer : a zero dimensional model study,"Matthews, Desjanelle",2002,"Physics, Atmospheric Science."
39509,39509,1,"United States foreign assistance diplomacy : Congressional policy on aid to Vietnam, 1952-1963","Doré, Gilbert",1992,United States -- Foreign relations -- Vietnam
39509,150273,0.717,"The approach of the Reichs Marine Amt to Chinapolitik, 1894-1897 ","Waring, Patricia N.",1975,"Germany -- History, Naval."
39509,36789,0.7112,Organizing politics in the Arab world : state-society relations and foreign policy choices in Jordan and Syria,"Salloukh, Bassel Fawzi.",2000,International relations -- Political aspects.
39509,97190,0.702,"Weak revisionists: threats, cultures of insecurity, and regional ambition ","Loleski, Steven",2011,Political Science - International Law and Relations
39509,100629,0.6997,After the 'peace processes' : foreign donor assistance and the political economy of marginalization in Palestine and El Salvador,"Jamal, Manal.",2006,Economic assistance -- West Bank.
39509,115343,0.6906,Canadian attitudes to Communist China.,"Appel, Maureen. R.",1964,Political Science.
39978,39978,1,Uniform estimates of polynomials by logarithmic sums,"Pedersen, Henrik Laurberg",1995,Mathematics.
39978,37872,0.8855,Nodal statistics for the Lame ensemble,"Bourget, Alain.",2001,Mathematics.
39978,41128,0.8642,On Artin's conjecture for primitive roots,"Pappalardi, Francesco",1993,Mathematics.
39978,19585,0.8577,Optimal exponent for some problems in Diophantine Approximation,"Arbour, Benoît",2003,Pure Sciences - Mathematics
39978,81348,0.8506,Nodal statistics of Heine-Stieltjes and Van Vleck polynomials,"Kritchevski, Evgenij",2004,Mathematics.
39978,92404,0.8479,Evaluating zeta functions of Abelian number fields at negative integers,"Attwell-Duval, Dylan",2010,Pure Sciences - Mathematics
39513,39513,1,Chiroptical properties of Lyotropic (Acetyl)(Ethyl)cellulose liquid crystals,"Guo, Jian Xin",1992,"Chemistry, Physical."
39513,74541,0.8891,The chiroptical properties of specifically substituted cellulose derivatives ,"Harkness, Brian Robert",1990,"Chemistry, Organic."
39513,82271,0.8822,Organometallic reaction in ionic liquids : alkylation of carbonyl compounds with organozinc and organoaluminum reagents,"Law, Man Chun, 1979-",2004,"Chemistry, Organic."
39513,141435,0.8821,Synthesis of functional polymers for application towards poly(ethylene) containing barrier materials,"Iqbal, Khadija",2016,Chemical Engineering
39513,145693,0.8767,Nitroxide-mediated surfactant-free polymerization of n-butyl methacrylate and styrene using a poly (2-hydroxyethyl methacrylate)-based macroalkoxyamine initiator,"Mei, Wenwen",2017,Chemical Engineering
39513,71925,0.8747,Liquid crystallinity of a semiflexible polymer : acetoxypropyl cellulose,"Laivins, Gunar V.",1984,Polymers.
37692,37692,1,Two-mode optical fiber sensors for concrete structures,"Lisboa, Osni.",1995,"Engineering, Civil."
37692,95079,0.8679,Interrogation systems for fiber Bragg grating-based sensors,"Comanici, Maria Iulia",2010,Engineering - Electronics and Electrical
37692,103035,0.8442,"Design, analysis, and implementation of multi-port refraction based electro-optic switches","Zuo, Yiying, 1974-",2006,Electrooptical devices -- Design and construction.
37692,132635,0.8334,"Design, analysis, and performance of a silicon photonic traveling wave Mach-Zehnder modulator","Patel, David",2015,Engineering - Electronics and Electrical
37692,110724,0.8301,Interrogation sensor systems based on all-fiber distributed Bragg reflector laser,"Zhang, Lu",2012,Engineering - Electronics and Electrical
37692,40279,0.8281,The processing and properties of electrically conductive fiber composites,"Weber, Mark, 1964-",1995,"Engineering, Chemical."
37839,37839,1,"Characterization of morphogenetic functions of transposable bacteriophages Mu, D108 and D3112","Siboo, Ian Russell.",2000,"Biology, Molecular."
37839,126283,0.8431,Assay of anti-hapten antibody by phage neutralization,"Yo, Sui-Lan",1967,Biochemistry.
37839,95096,0.8267,Modulation of the host innate immune response by «Leishmania» parasites,"Contreras Garcia, Irazú",2010,Health Sciences - Immunology
37839,39356,0.8258,Protein-DNA interactions regulating the lytic-lysogenic switch in transposable Mu-like bacteriophage D108,"Kukolj, George",1992,"Biology, Molecular."
37839,60444,0.809,Protein engineering of bacteriophage Mu transposase,"Forghani, Farnaz",1990,"Biology, Molecular."
37839,129223,0.8081,Experimental salmonellosis in mice: studies on the nature of the immunity.,"Rose, Esmie A.",1971,Microbiology.
37551,37551,1,The synthesis of fluorescent chemosensors responsive to cAMP and other nucleotides ,"Turkewitsch, Petra.",1998,"Chemistry, Analytical."
37551,96703,0.8479,Measurement of oligomerization states of membrane proteins via spatial fluorescence intensity fluctuation analysis ,"Sergeev, Mikhail",2011,Biophysics - General
37551,95020,0.8431,Development of new imaging tools for environmental microbiology,"Dumas, Eve-Marie",2010,Biophysics - Medical
37551,38093,0.8377,Photo-induced structural transformation in sol-gel derived silica-methacrylate composites,"Saravanamuttu, Kalaichelvi.",2000,"Chemistry, Polymer."
37551,113850,0.8359,"Measuring interactions in cells with spatial image cross-correlation spectroscopy : characterization, application and advances","Comeau, Jonathan W. D.",2008,Protein-protein interactions.
37551,40703,0.8262,Effect of temperature and shear on phase separation in liquid crystalline polymerpolycarbonate blends,"Lee, Kam-Wa",2009,Engineering - Chemical
37553,37553,1,Frequency-dependent actions of GABA enhancing anticonvulsant drugs,"Jackson, Michael F.",1998,"Health Sciences, Pharmacology."
37553,35852,0.873,A study on the interactions between entorhinal cortex and hippocampus in rodent limbic seizures in vitro ,"Barbarosie, Michaela.",1999,"Biology, Neuroscience."
37553,74562,0.869,A contribution to the understanding of the effects of 4-aminopyridine on rat hippocampal slices ,"Perreault, Paul",1990,"Biology, Neuroscience."
37553,37605,0.8617,Eicosanoid mediationmodulation in spinal nociceptive mechanisms in the normal rat and in a rat model of chronic pain,"Pitcher, Graham Michael.",2000,"Biology, Neuroscience."
37553,77131,0.8605,Neurohumoral regulation of adrenal ornithine decarboxylase activity,"Alamzàn, Guillermina.",1982,Ornithine decarboxylase
